chr22	46516503	46516503
chr22	30663316	30663316
chr22	42908796	42908796
chr22	51016899	51016899
chr22	29708246	29708246
chr22	50747369	50747369
chr22	23728539	23728539
chr22	29424662	29424662
chr22	37404577	37404577
chr22	26922951	26922951
chr22	50446678	50446678
chr22	39883192	39883192
chr22	50714562	50714562
chr22	19930437	19930437
chr22	19509318	19509318
chr22	17638932	17638932
chr22	29600139	29600139
chr22	38856689	38856689
chr22	50720552	50720552
chr22	38597193	38597193
chr22	20006956	20006956
chr22	50709127	50709127
chr22	43819240	43819240
chr22	42677969	42677969
chr22	39927437	39927437
chr22	49376518	49376518
chr22	28191781	28191781
chr22	19513176	19513176
chr22	40021996	40021996
chr22	19753364	19753364
chr22	40059157	40059157
chr22	34049875	34049875
chr22	49063003	49063003
chr22	43621788	43621788
chr22	50720468	50720468
chr22	38790207	38790207
chr22	46833806	46833806
chr22	37912254	37912254
chr22	51017019	51017019
chr22	36682870	36682870
chr22	22875030	22875030
chr22	28198591	28198591
chr22	50736855	50736855
chr22	19278249	19278249
chr22	31479561	31479561
chr22	34314305	34314305
chr22	20237197	20237197
chr22	20019695	20019695
chr22	42325444	42325444
chr22	24577142	24577142
chr22	50169628	50169628
chr22	51140977	51140977
chr22	38484679	38484679
chr22	22011008	22011008
chr22	19010419	19010419
chr22	24041104	24041104
chr22	46262041	46262041
chr22	17568163	17568163
chr22	26952697	26952697
chr22	20019887	20019887
chr22	28193910	28193910
chr22	21335304	21335304
chr22	40052857	40052857
chr22	30592296	30592296
chr22	43254081	43254081
chr22	40814431	40814431
chr22	39883190	39883190
chr22	22012657	22012657
chr22	41633632	41633632
chr22	44256763	44256763
chr22	22217249	22217249
chr22	41983798	41983798
chr22	19787329	19787329
chr22	50585197	50585197
chr22	40296407	40296407
chr22	39710710	39710710
chr22	31300253	31300253
chr22	46429970	46429970
chr22	35946799	35946799
chr22	19752228	19752228
chr22	42304331	42304331
chr22	39240704	39240704
chr22	45018185	45018185
chr22	31536549	31536549
chr22	50701157	50701157
chr22	19165386	19165386
chr22	18042722	18042722
chr22	44682494	44682494
chr22	42080705	42080705
chr22	26828939	26828939
chr22	41074991	41074991
chr22	31604155	31604155
chr22	20286454	20286454
chr22	23524136	23524136
chr22	49496760	49496760
chr22	41458255	41458255
chr22	41030561	41030561
chr22	30782804	30782804
chr22	36903611	36903611
chr22	50945565	50945565
chr22	36560801	36560801
chr22	38476308	38476308
chr22	51017067	51017067
chr22	30728510	30728510
chr22	41924687	41924687
chr22	42734612	42734612
chr22	43014920	43014920
chr22	28008538	28008538
chr22	45014547	45014547
chr22	17629788	17629788
chr22	50896834	50896834
chr22	37309487	37309487
chr22	41776843	41776843
chr22	51017151	51017151
chr22	25003400	25003400
chr22	38614796	38614796
chr22	48606263	48606263
chr22	50484121	50484121
chr22	46455670	46455670
chr22	50632967	50632967
chr22	24060637	24060637
chr22	37593672	37593672
chr22	43043270	43043270
chr22	39887895	39887895
chr22	28193996	28193996
chr22	24203986	24203986
chr22	21981360	21981360
chr22	22863655	22863655
chr22	46453808	46453808
chr22	20783963	20783963
chr22	44602827	44602827
chr22	31746540	31746540
chr22	31644282	31644282
chr22	40811960	40811960
chr22	44577181	44577181
chr22	42222192	42222192
chr22	19950166	19950166
chr22	32026380	32026380
chr22	43505954	43505954
chr22	20779006	20779006
chr22	33196504	33196504
chr22	25595705	25595705
chr22	50747878	50747878
chr22	29467363	29467363
chr22	24823389	24823389
chr22	45132782	45132782
chr22	37703496	37703496
chr22	40573054	40573054
chr22	38609534	38609534
chr22	17637143	17637143
chr22	40738706	40738706
chr22	27299994	27299994
chr22	46259643	46259643
chr22	46543252	46543252
chr22	50452415	50452415
chr22	20140202	20140202
chr22	50604728	50604728
chr22	50352384	50352384
chr22	50607681	50607681
chr22	50876186	50876186
chr22	38077606	38077606
chr22	24641314	24641314
chr22	37254322	37254322
chr22	50529698	50529698
chr22	31607212	31607212
chr22	50158207	50158207
chr22	29950274	29950274
chr22	46283142	46283142
chr22	38864868	38864868
chr22	37976725	37976725
chr22	50026171	50026171
chr22	28035193	28035193
chr22	21398740	21398740
chr22	38035301	38035301
chr22	17565455	17565455
chr22	30234775	30234775
chr22	41923373	41923373
chr22	17587971	17587971
chr22	42226837	42226837
chr22	37881422	37881422
chr22	42341948	42341948
chr22	29469490	29469490
chr22	22290866	22290866
chr22	28011160	28011160
chr22	31796612	31796612
chr22	36013708	36013708
chr22	49148609	49148609
chr22	36682843	36682843
chr22	23909177	23909177
chr22	43528287	43528287
chr22	23487969	23487969
chr22	19726921	19726921
chr22	21804711	21804711
chr22	24128528	24128528
chr22	50647115	50647115
chr22	50617092	50617092
chr22	18597945	18597945
chr22	41810665	41810665
chr22	50216026	50216026
chr22	36013675	36013675
chr22	19724501	19724501
chr22	23528162	23528162
chr22	32341780	32341780
chr22	17680706	17680706
chr22	42394048	42394048
chr22	44418018	44418018
chr22	50655146	50655146
chr22	47607540	47607540
chr22	30663007	30663007
chr22	46441799	46441799
chr22	36959246	36959246
chr22	39416382	39416382
chr22	43088726	43088726
chr22	50023741	50023741
chr22	25423801	25423801
chr22	43166347	43166347
chr22	45899186	45899186
chr22	38635773	38635773
chr22	31003283	31003283
chr22	29600657	29600657
chr22	37641506	37641506
chr22	46926912	46926912
chr22	46365647	46365647
chr22	39855863	39855863
chr22	36890079	36890079
chr22	50941799	50941799
chr22	51135138	51135138
chr22	24823519	24823519
chr22	37545969	37545969
chr22	29706754	29706754
chr22	51017432	51017432
chr22	46401539	46401539
chr22	50332266	50332266
chr22	35695157	35695157
chr22	50513520	50513520
chr22	29703543	29703543
chr22	20236758	20236758
chr22	46638155	46638155
chr22	31495093	31495093
chr22	19710880	19710880
chr22	43806801	43806801
chr22	22307573	22307573
chr22	51063680	51063680
chr22	23923255	23923255
chr22	18527778	18527778
chr22	20226815	20226815
chr22	51157530	51157530
chr22	27014116	27014116
chr22	39040634	39040634
chr22	38219117	38219117
chr22	18836081	18836081
chr22	40439396	40439396
chr22	37449184	37449184
chr22	39770356	39770356
chr22	37257404	37257404
chr22	43061182	43061182
chr22	45608686	45608686
chr22	50218448	50218448
chr22	18043043	18043043
chr22	37309980	37309980
chr22	37962818	37962818
chr22	18572133	18572133
chr22	38219283	38219283
chr22	25115120	25115120
chr22	30662987	30662987
chr22	39051817	39051817
chr22	43523016	43523016
chr22	46330821	46330821
chr22	24190721	24190721
chr22	46516291	46516291
chr22	17646207	17646207
chr22	50249174	50249174
chr22	41941494	41941494
chr22	19712623	19712623
chr22	51038542	51038542
chr22	20103541	20103541
chr22	29073496	29073496
chr22	19108494	19108494
chr22	24979633	24979633
chr22	22090816	22090816
chr22	41937252	41937252
chr22	40390264	40390264
chr22	38963969	38963969
chr22	50483545	50483545
chr22	36013307	36013307
chr22	46438704	46438704
chr22	44568770	44568770
chr22	28014314	28014314
chr22	38077057	38077057
chr22	43036734	43036734
chr22	24988020	24988020
chr22	19743759	19743759
chr22	21367447	21367447
chr22	23003332	23003332
chr22	31494860	31494860
chr22	37216067	37216067
chr22	20784277	20784277
chr22	29426832	29426832
chr22	44288659	44288659
chr22	24903402	24903402
chr22	32854361	32854361
chr22	30686808	30686808
chr22	29707782	29707782
chr22	20050298	20050298
chr22	51159995	51159995
chr22	43164543	43164543
chr22	31893096	31893096
chr22	38710725	38710725
chr22	19554053	19554053
chr22	19711036	19711036
chr22	50007725	50007725
chr22	50498209	50498209
chr22	37956293	37956293
chr22	39801522	39801522
chr22	22007633	22007633
chr22	44205978	44205978
chr22	17955976	17955976
chr22	37908796	37908796
chr22	50352912	50352912
chr22	30683943	30683943
chr22	46328304	46328304
chr22	37608611	37608611
chr22	47069200	47069200
chr22	26192806	26192806
chr22	21310727	21310727
chr22	17956462	17956462
chr22	38525530	38525530
chr22	46481099	46481099
chr22	31555670	31555670
chr22	50655833	50655833
chr22	44577097	44577097
chr22	29703917	29703917
chr22	40289577	40289577
chr22	39499750	39499750
chr22	24577315	24577315
chr22	24550642	24550642
chr22	24577443	24577443
chr22	50631079	50631079
chr22	29458676	29458676
chr22	46470191	46470191
chr22	50524541	50524541
chr22	46457384	46457384
chr22	41597321	41597321
chr22	40061578	40061578
chr22	38434974	38434974
chr22	50451245	50451245
chr22	21698406	21698406
chr22	26137997	26137997
chr22	46760678	46760678
chr22	50622440	50622440
chr22	22599128	22599128
chr22	42912017	42912017
chr22	50025915	50025915
chr22	32341378	32341378
chr22	20909385	20909385
chr22	40297036	40297036
chr22	43740230	43740230
chr22	29976613	29976613
chr22	42734695	42734695
chr22	44568913	44568913
chr22	41573046	41573046
chr22	40404957	40404957
chr22	31518707	31518707
chr22	47426893	47426893
chr22	39897580	39897580
chr22	43740798	43740798
chr22	46484046	46484046
chr22	21802598	21802598
chr22	22312957	22312957
chr22	36903496	36903496
chr22	32329829	32329829
chr22	44577135	44577135
chr22	42685734	42685734
chr22	30960881	30960881
chr22	25595589	25595589
chr22	43506033	43506033
chr22	33278114	33278114
chr22	40439969	40439969
